epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,2355.4,0.81834,0.54713,0.96747,0.96187,0.98149,0.98519,0.80553,0.69425,0.39817,0.90942,0.00439,0.00439,0.00439
87,2382.78,0.82619,0.54761,0.96262,0.95971,0.9846,0.98701,0.80652,0.69705,0.3976,0.90609,0.004324,0.004324,0.004324
88,2409.83,0.82138,0.55063,0.96425,0.96069,0.99076,0.98741,0.81208,0.68776,0.39204,0.90643,0.004258,0.004258,0.004258
89,2436.92,0.82161,0.53967,0.96078,0.95103,0.98509,0.9854,0.81014,0.67148,0.39297,0.89756,0.004192,0.004192,0.004192
90,2463.97,0.8122,0.54017,0.96354,0.95509,0.98597,0.98636,0.80729,0.67519,0.39683,0.89941,0.004126,0.004126,0.004126
91,2490.9,0.8081,0.54169,0.95997,0.96077,0.98898,0.98652,0.81064,0.67981,0.40128,0.90412,0.00406,0.00406,0.00406
92,2518,0.8158,0.5402,0.96359,0.96793,0.98564,0.98792,0.81157,0.67641,0.39125,0.90044,0.003994,0.003994,0.003994
93,2545.34,0.80983,0.5373,0.96197,0.95298,0.98343,0.98657,0.8079,0.673,0.39201,0.8939,0.003928,0.003928,0.003928
94,2573.15,0.8138,0.53775,0.96379,0.96104,0.98271,0.98596,0.81084,0.67736,0.39564,0.89959,0.003862,0.003862,0.003862
95,2600.62,0.79727,0.52864,0.95589,0.96063,0.97152,0.98231,0.80751,0.67449,0.40191,0.89861,0.003796,0.003796,0.003796
96,2627.65,0.79914,0.53378,0.95727,0.96616,0.97858,0.98474,0.80386,0.67411,0.39501,0.89789,0.00373,0.00373,0.00373
97,2654.76,0.78477,0.51977,0.95536,0.95516,0.98332,0.98486,0.81139,0.677,0.39797,0.899,0.003664,0.003664,0.003664
98,2681.64,0.79628,0.52613,0.95454,0.96705,0.97946,0.98667,0.81209,0.66883,0.3888,0.89844,0.003598,0.003598,0.003598
99,2708.89,0.79404,0.53238,0.9589,0.96555,0.9837,0.98764,0.81276,0.66958,0.39109,0.89786,0.003532,0.003532,0.003532
100,2736.02,0.79108,0.51688,0.95601,0.96669,0.97907,0.98712,0.81143,0.67068,0.39095,0.90067,0.003466,0.003466,0.003466
101,2763.14,0.77816,0.51538,0.94863,0.96452,0.97986,0.98698,0.80664,0.67323,0.39151,0.90183,0.0034,0.0034,0.0034
102,2790.23,0.79165,0.52484,0.95706,0.96343,0.98665,0.98635,0.8141,0.66914,0.38717,0.89706,0.003334,0.003334,0.003334
103,2817.44,0.78576,0.51354,0.95778,0.96606,0.98323,0.98723,0.81672,0.66023,0.38063,0.89621,0.003268,0.003268,0.003268
104,2844.97,0.78675,0.5271,0.95627,0.96135,0.98052,0.98574,0.81297,0.66202,0.38848,0.89469,0.003202,0.003202,0.003202
105,2872.75,0.78014,0.51969,0.95217,0.96336,0.98121,0.98715,0.81943,0.65582,0.37673,0.89328,0.003136,0.003136,0.003136
106,2900.44,0.76895,0.5063,0.95049,0.9622,0.98115,0.98665,0.82195,0.66159,0.37966,0.8988,0.00307,0.00307,0.00307
107,2928.11,0.76769,0.50301,0.94593,0.9581,0.97923,0.98606,0.81988,0.65979,0.37716,0.8961,0.003004,0.003004,0.003004
108,2955.32,0.75962,0.50486,0.94736,0.96032,0.97822,0.98614,0.81991,0.66565,0.37493,0.89891,0.002938,0.002938,0.002938
109,2982.6,0.77254,0.50547,0.95119,0.9564,0.98052,0.98707,0.81755,0.66344,0.37579,0.89507,0.002872,0.002872,0.002872
110,3010.16,0.76205,0.49682,0.94605,0.96001,0.9764,0.98618,0.81837,0.66352,0.3746,0.89812,0.002806,0.002806,0.002806
111,3037.52,0.76156,0.49949,0.94628,0.95554,0.98353,0.98602,0.82081,0.66651,0.37105,0.89697,0.00274,0.00274,0.00274
112,3064.84,0.75194,0.49963,0.94251,0.96026,0.97588,0.98583,0.81863,0.66656,0.37817,0.89621,0.002674,0.002674,0.002674
113,3092.34,0.75791,0.49782,0.94566,0.95525,0.98447,0.98463,0.81508,0.66267,0.37991,0.89562,0.002608,0.002608,0.002608
114,3119.69,0.74739,0.48829,0.94242,0.96114,0.98127,0.98446,0.81825,0.65605,0.37546,0.89523,0.002542,0.002542,0.002542
115,3147.11,0.74632,0.4888,0.93904,0.96391,0.98053,0.98519,0.81904,0.65244,0.37327,0.89263,0.002476,0.002476,0.002476
116,3174.37,0.74986,0.48913,0.94436,0.96484,0.98073,0.98591,0.81879,0.65359,0.37404,0.89158,0.00241,0.00241,0.00241
