epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,839.215,0.66651,0.41226,0.92211,0.97735,0.99199,0.99088,0.85732,0.62686,0.31116,0.9187,0.000285298,0.000285298,0.000285298
80,850.068,0.66235,0.40049,0.91776,0.98521,0.99359,0.991,0.84583,0.63286,0.30847,0.91412,0.000281417,0.000281417,0.000281417
81,860.905,0.64616,0.40843,0.91387,0.9817,0.99332,0.99412,0.85524,0.59358,0.2932,0.90836,0.000277536,0.000277536,0.000277536
82,870.884,0.64618,0.39474,0.90982,0.98448,0.99177,0.99166,0.8576,0.59986,0.31232,0.90512,0.000273655,0.000273655,0.000273655
83,881.396,0.63186,0.39219,0.91168,0.98124,0.99359,0.99166,0.86209,0.61542,0.30469,0.91789,0.000269774,0.000269774,0.000269774
84,892.357,0.65392,0.39322,0.91536,0.98312,0.99359,0.99453,0.85452,0.64115,0.31175,0.9223,0.000265894,0.000265894,0.000265894
85,903.311,0.63925,0.3947,0.90645,0.96814,0.99577,0.99453,0.8409,0.63896,0.31264,0.91606,0.000262013,0.000262013,0.000262013
86,914.346,0.64289,0.40904,0.91422,0.97545,0.99359,0.99453,0.85047,0.62896,0.31039,0.91364,0.000258132,0.000258132,0.000258132
87,925.219,0.63109,0.39432,0.90753,0.97901,0.99359,0.99412,0.85466,0.61499,0.29851,0.91082,0.000254251,0.000254251,0.000254251
88,935.182,0.63269,0.39308,0.90526,0.97588,0.99359,0.9922,0.84464,0.63781,0.30579,0.92368,0.00025037,0.00025037,0.00025037
89,945.813,0.63295,0.38958,0.89654,0.97415,0.99359,0.99044,0.85018,0.62954,0.29965,0.90922,0.00024649,0.00024649,0.00024649
90,956.796,0.62205,0.38347,0.9051,0.98145,0.98974,0.99067,0.84235,0.60906,0.30621,0.91801,0.000242609,0.000242609,0.000242609
91,967.685,0.62367,0.39261,0.90726,0.97672,0.99091,0.99412,0.85223,0.60152,0.31263,0.91089,0.000238728,0.000238728,0.000238728
92,978.505,0.62652,0.39543,0.9057,0.98279,0.99359,0.99113,0.85855,0.61994,0.29439,0.90878,0.000234847,0.000234847,0.000234847
93,989.204,0.61445,0.378,0.90666,0.98375,0.99359,0.991,0.85442,0.60598,0.29117,0.90346,0.000230966,0.000230966,0.000230966
94,999.31,0.6151,0.37087,0.90215,0.98291,0.99359,0.99128,0.85252,0.63195,0.30434,0.91484,0.000227086,0.000227086,0.000227086
95,1009.88,0.61847,0.38242,0.90472,0.98111,0.9905,0.99113,0.86134,0.596,0.28869,0.90202,0.000223205,0.000223205,0.000223205
96,1020.74,0.60504,0.36656,0.90095,0.98363,0.99359,0.99273,0.85963,0.61301,0.28673,0.91264,0.000219324,0.000219324,0.000219324
97,1031.69,0.60724,0.37638,0.90335,0.98348,0.98848,0.99412,0.87362,0.5819,0.26906,0.90431,0.000215443,0.000215443,0.000215443
98,1042.73,0.59107,0.37007,0.89102,0.98658,0.99359,0.99412,0.85698,0.60593,0.27527,0.91027,0.000211562,0.000211562,0.000211562
99,1053.08,0.61215,0.36833,0.90487,0.98113,0.9915,0.99319,0.85765,0.61398,0.28998,0.90839,0.000207682,0.000207682,0.000207682
100,1063.19,0.60326,0.36562,0.90018,0.98007,0.99359,0.99088,0.86547,0.59308,0.28326,0.89628,0.000203801,0.000203801,0.000203801
101,1074.15,0.5935,0.36769,0.90292,0.97954,0.99408,0.99453,0.87427,0.60727,0.2897,0.90044,0.00019992,0.00019992,0.00019992
102,1085.37,0.60812,0.37423,0.90779,0.97867,0.98953,0.99146,0.85049,0.61563,0.28842,0.90134,0.000196039,0.000196039,0.000196039
103,1096.32,0.60408,0.36823,0.90056,0.98458,0.99359,0.99453,0.86448,0.59009,0.27618,0.90341,0.000192158,0.000192158,0.000192158
104,1107.23,0.57382,0.35726,0.89096,0.98047,0.99359,0.99067,0.85963,0.61108,0.29047,0.90832,0.000188278,0.000188278,0.000188278
105,1117.5,0.58551,0.36623,0.8977,0.97767,0.99359,0.99346,0.8592,0.61487,0.28775,0.90797,0.000184397,0.000184397,0.000184397
